"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","103655406244","06-02-2021 12:00:00","37.7858762","-122.4349177","SUTTER ST \ STEINER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at SUTTER ST \ STEINER ST","Property","C"
"SFO","San Francisco","103685506303","06-02-2021 12:00:00","37.7622688","-122.4640421","JUDAH ST \ 07TH AVE","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at JUDAH ST \ 07TH AVE","Property","C"
"SFO","San Francisco","103924974000","06-02-2021 12:00:00","37.7943975","-122.4265141","PACIFIC AVE \ GOUGH ST","Missing Adult","90Z","All Other Offenses","All Other Offenses","All Other Offenses at PACIFIC AVE \ GOUGH ST","Person, Property, or Society","C"
"SFO","San Francisco","104598728150","06-02-2021 12:00:00","37.7284895","-122.3928995","03RD ST \ LANE ST \ WALLACE AVE","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 03RD ST \ LANE ST \ WALLACE AVE","Property","C"
"SFO","San Francisco","103628707021","06-02-2021 12:00:00","37.7121153","-122.4425665","MORSE ST \ CONCORD ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at MORSE ST \ CONCORD ST","Property","C"
"SFO","San Francisco","103625004134","06-02-2021 12:00:00","37.7113166","-122.4222409","BLYTHDALE AVE \ BROOKDALE AVE","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at BLYTHDALE AVE \ BROOKDALE AVE","Person","C"
"SFO","San Francisco","103804728150","06-02-2021 12:00:00","37.7650667","-122.4642374","HUGO ST \ 07TH AVE","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at HUGO ST \ 07TH AVE","Property","C"
"SFO","San Francisco","103692306221","06-02-2021 12:00:00","37.7932231","-122.4144701","JONES ST \ CLAY ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at JONES ST \ CLAY ST","Property","C"
"SFO","San Francisco","103692305073","06-02-2021 12:00:00","37.7932231","-122.4144701","JONES ST \ CLAY ST","Burglary - Other","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at JONES ST \ CLAY ST","Property","C"
"SFO","San Francisco","103781806244","06-02-2021 12:00:00","37.769526","-122.4507102","HAIGHT ST \ COLE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at HAIGHT ST \ COLE ST","Property","C"
"SFO","San Francisco","103713506244","06-02-2021 12:00:00","37.7855638","-122.4297826","POST ST \ BUCHANAN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at POST ST \ BUCHANAN ST","Property","C"
"SFO","San Francisco","103626406243","06-02-2021 12:00:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103623507026","06-02-2021 12:00:00","37.7851672","-122.4179015","OFARRELL ST \ LARKIN ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at OFARRELL ST \ LARKIN ST","Property","C"
"SFO","San Francisco","104953706374","06-02-2021 12:00:00","37.7641957","-122.4330745","MARKET ST \ 16TH ST \ NOE ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at MARKET ST \ 16TH ST \ NOE ST","Property","C"
"SFO","San Francisco","103788064070","06-02-2021 12:00:00","37.7965985","-122.4092515","TRENTON ST \ PACIFIC AVE","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at TRENTON ST \ PACIFIC AVE","Society","C"
"SFO","San Francisco","104717706244","06-02-2021 12:00:00","37.7776018","-122.4248089","GROVE ST \ OCTAVIA ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GROVE ST \ OCTAVIA ST","Property","C"
"SFO","San Francisco","103631272000","06-02-2021 12:09:00","37.7886824","-122.4880592","27TH AVE \ SEACLIFF AVE","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 27TH AVE \ SEACLIFF AVE","Person, Property, or Society","C"
"SFO","San Francisco","103624327195","06-02-2021 12:11:00","37.7829399","-122.4644251","CLEMENT ST \ 06TH AVE","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at CLEMENT ST \ 06TH AVE","Society","C"
"SFO","San Francisco","103624328150","06-02-2021 12:11:00","37.7829399","-122.4644251","CLEMENT ST \ 06TH AVE","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at CLEMENT ST \ 06TH AVE","Property","C"
"SFO","San Francisco","103623106243","06-02-2021 12:13:00","37.7648459","-122.5008571","MARTIN LUTHER KING JR DR \ CHAIN OF LAKES DR","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at MARTIN LUTHER KING JR DR \ CHAIN OF LAKES DR","Property","C"
"SFO","San Francisco","103716971000","06-02-2021 12:15:00","37.7783268","-122.3965307","04TH ST \ BRANNAN ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 04TH ST \ BRANNAN ST","Person, Property, or Society","C"
"SFO","San Francisco","104325671000","06-02-2021 12:15:00","37.7783268","-122.3965307","04TH ST \ BRANNAN ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 04TH ST \ BRANNAN ST","Person, Property, or Society","C"
"SFO","San Francisco","103623271012","06-02-2021 12:23:00","37.7244542","-122.4208612","GAMBIER ST \ BURROWS ST","Other Offenses","90Z","All Other Offenses","All Other Offenses","All Other Offenses at GAMBIER ST \ BURROWS ST","Person, Property, or Society","C"
"SFO","San Francisco","103630706244","06-02-2021 12:30:00","37.7461571","-122.3871743","03RD ST \ ARTHUR AVE \ CARGO WAY","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 03RD ST \ ARTHUR AVE \ CARGO WAY","Property","C"
"SFO","San Francisco","103629006243","06-02-2021 12:45:00","37.8056959","-122.4053573","FRANCISCO ST \ MONTGOMERY ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANCISCO ST \ MONTGOMERY ST","Property","C"
"SFO","San Francisco","103625672000","06-02-2021 13:00:00","37.7667701","-122.4823719","25TH AVE \ MARTIN LUTHER KING JR DR","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 25TH AVE \ MARTIN LUTHER KING JR DR","Person, Property, or Society","C"
"SFO","San Francisco","103748306244","06-02-2021 13:00:00","37.7670568","-122.4732799","STOW LAKE DR \ MARTIN LUTHER KING JR DR","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOW LAKE DR \ MARTIN LUTHER KING JR DR","Property","C"
"SFO","San Francisco","103717406244","06-02-2021 13:00:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
